1000 0.500000
0
1
0
Filter @ 0x10a8010
- filter -
size:  1000
error: 0.500000
- bloom -
bit_size:   1443
bit/entry:  1.443000
byte_size:  181
hash_num:   1
entries:    1
40010019 397931 10
40010123 395447 10
50000022 395425 10
40010046 390181 10
50000007 386264 10
40010328 385655 9
40010022 384383 9
50000097 384265 10
40010555 383768 10
50000112 379528 9
40010233 373847 9
50000071 369088 9
40010073 368924 9
40010072 368924 9
40010071 368924 8
10070023 356950 12
40010641 356737 12
40010040 353687 11
30040006 346872 11
40010272 342759 11
50000076 340652 11
40010396 334101 11
40010415 333645 10
10070021 333587 10
40010074 331129 10
10070012 326215 10
40010172 322166 10
40010610 320761 10
40010210 314953 10
40040005 312381 10
40010229 311142 10
50000124 306843 9
40010419 301877 9
40010251 301490 10
40040010 299600 10
10070022 299167 9
40010569 287759 9
40010494 286102 9
40010489 283584 9
40010603 280156 9
40010408 278647 8
10070016 276126 10
30020010 275588 10
40010060 274622 9
40010405 271160 9
50000127 270064 9
30020018 268901 8
40010205 266487 8
30040004 264682 8
50000039 263922 8
40010552 262581 8
40010359 260423 8
40010097 260211 12
40010239 260203 12
50000018 255771 11
40010191 254210 11
40010320 251151 11
90000003 248889 11
40040012 246899 11
40010025 242854 10
40010015 240731 10
40010545 239884 10
40010426 237044 10
40010070 232511 10
40010018 231127 10
50000116 227123 10
40040011 225251 9
40010023 225116 9
40010431 222452 9
40010400 216739 10
40010637 213882 10
20010016 212746 9
40010399 209732 9
10040003 209237 9
40010347 205610 9
40010307 203468 9
50000016 200802 8
40010033 199584 10
40010411 199300 10
40010525 197244 9
40010362 195049 9
40010026 194908 9
40010349 194805 8
10070003 194063 8
40010611 193776 8
20010023 193613 8
40010266 193034 8
40010450 192458 8
30020014 189534 10
40010549 187074 10
10020001 185726 9
40010561 184544 9
50000091 181753 9
40010121 181093 8
50000041 180568 8
40010403 180313 8
40010294 179561 8
40010092 177544 7
40010510 173865 8
40010011 173323 8
40010250 171865 7
40010235 170560 7
40010178 169130 7
40010254 163638 15
40010444 161763 15
10030011 161308 14
40010295 159593 14
50000029 159245 14
40010337 154967 14
40010261 154496 14
50000038 154032 13
40010007 151360 13
40010414 146965 13
40010631 146201 13
30020015 143584 13
40010138 143058 13
40010270 142845 13
40010319 141578 12
50000015 138321 12
40010209 136082 12
30020019 134853 13
40010177 134142 13
40010167 133255 12
40010232 133157 12
40010225 132257 12
50000013 128787 11
40010418 127666 11
50000059 125229 13
10070024 124707 13
40010299 123918 12
10030001 123302 12
10070002 123004 12
90000004 121804 11
40010245 121272 11
50000031 119588 11
40010246 117064 11
40010016 114256 10
40010226 114207 13
40010174 113611 13
40010006 113153 12
50000120 110664 12
40010013 110628 12
40010326 109135 11
40010111 106377 11
40010331 106258 11
40010629 104108 11
40010432 103885 10
40010188 103652 10
40010275 102626 10
40010417 102110 10
40010185 97212 10
40010416 93971 12
50000014 92359 12
40010199 92203 12
40010495 92051 12
40010298 92003 11
40010591 91606 11
40010279 91517 11
40010230 89552 11
40010477 87116 10
40010212 84787 10
40010649 83791 10
50000001 83201 10
30020011 83015 10
40010216 82784 10
40010214 75320 10
40010143 72725 10
40010069 71855 10
40010615 71494 9
40010546 68886 9
40010516 68485 12
40010435 67912 12
40010186 67535 12
50000101 67483 12
10030010 62424 11
10070014 62198 11
40010192 61758 11
10070015 58798 11
40010397 58605 10
40010519 56081 10
40010213 54397 10
40010283 54165 10
40010404 53175 10
40010187 52369 10
40010297 51113 10
40010632 50703 10
40010068 48582 10
40010616 48484 9
50000042 48328 9
40010217 48018 10
40010625 46996 10
50000130 46794 9
50000070 45619 9
40010634 45020 9
50000036 44382 9
40010406 44219 9
40010322 41336 8
40010223 41070 12
40010150 40597 12
40010635 38552 11
40010341 37605 11
40010102 36801 11
50000004 35485 11
40010308 35023 11
40010612 34865 10
40010334 34450 10
40010648 33704 10
50000060 32715 10
40010330 32271 10
50000028 31649 10
40010627 31255 10
40010327 31225 10
50000024 30303 10
40010249 29874 9
50000011 29433 9
40010200 28343 10
40010274 27658 10
10040004 27221 9
30020004 26995 9
40010335 26981 9
30020008 26813 9
40010224 26791 9
30020012 26738 8
40010075 25906 10
40010329 25652 10
40010264 24225 9
40010647 24107 9
40010630 23217 9
40010646 22480 8
50000023 22180 8
40010296 21773 8
40010360 20924 8
40010035 20883 8
40010202 20752 8
40010345 20376 12
40010363 20291 12
40010282 19294 11
90000005 18409 11
40010645 18302 11
40010244 18198 11
40010386 17924 11
40010321 17760 10
40010189 16924 10
50000072 16851 10
40010340 15877 10
40010219 15821 10
40010385 14720 10
40010306 14614 10
50000040 14186 9
40010190 13973 9
40010534 13391 9
30020013 13357 10
50000010 12973 10
40010309 12961 9
40010409 12569 9
40010310 12423 9
50000140 12333 9
10060002 11709 9
40010313 11676 8
40010194 10973 10
40010243 10881 10
40010410 10610 9
40010173 10597 9
40010315 10480 9
40010220 10104 8
40010175 9938 8
50000035 8977 8
40010197 8785 8
40010084 8344 8
40010063 8129 8
40010613 7933 10
40010076 7857 10
40010366 7497 9
40010633 7466 9
40010231 6796 9
40010285 6615 8
40010407 6084 8
40010081 6029 8
40010281 5899 8
40010370 5754 7
30020017 5146 8
40010204 5143 8
40010278 5011 7
40010305 4820 7
40010623 4761 7
40010196 4744 12
40010147 4499 12
40010398 4317 11
40010277 4261 11
40010332 4091 11
40010221 4007 11
30020006 3830 11
40010248 3774 10
40010169 3521 10
40010215 3513 10
40010218 3233 10
40010483 3094 10
40010614 2688 10
50000136 2603 10
40010036 2458 9
40010570 2173 9
40010392 2161 9
40010617 2031 10
40010504 2014 10
40010104 2007 9
40010323 1794 9
40010203 1699 9
40010201 1644 9
40010227 1624 9
40010252 1435 8
40010280 1408 10
40010145 1353 10
40010618 1266 9
40010316 1196 9
30040005 1196 9
30020009 967 8
40010642 889 8
40010304 871 8
50000075 756 8
40010149 702 8
40010195 651 8
40010371 598 10
40010240 572 10
40010368 554 9
50000043 430 9
40010388 374 9
40010198 354 8
40010383 262 8
40010260 180 8
40010344 171 8
40010259 121 7
10070001 98 8
40010531 85 8
40010381 75 7
10070013 53 7
40010222 40 7
50000074 38 10
40010643 31 10
40010650 29 9
40010286 29 9
40010311 18 9
40010374 17 8
40010364 13 8
40010247 13 8
40010373 10 8
40010312 9 7
40010384 5 7
40010325 4 7
40010393 3 7
40010361 3 7
50000061 2 7
40010387 2 7
40010336 2 7
40010375 1 7
40010367 1 6
40010343 1 6
20010031 1048135778 18
40010420 951700908 18
20010006 891072920 18
20010036 584809255 18
20010017 508515914 17
40010624 407428647 17
20010024 340269138 17
20010001 338810315 17
40010108 338702986 16
40010357 295475976 16
40010287 263103874 16
40010377 247607159 16
20010038 195408440 16
20010027 167651399 16
40010162 147082518 16
40010079 137727923 16
20010026 134761597 16
40010062 130261583 15
40010526 112251997 15
40010595 107284911 16
20010013 94492362 16
20010028 91824133 15
20010021 88804249 15
40010597 84707788 15
20010018 80968054 15
20010011 79254991 15
40010293 70612606 14
40010511 70305169 16
40010436 66818274 16
20010032 66632530 15
20010014 64518011 15
40010353 63951728 15
40010565 63245970 14
20010008 62322856 14
30030010 62047640 14
40010152 60704799 14
40010463 59103240 13
40010598 56291634 16
30030005 55747898 16
40010596 55672941 15
20010025 55455000 15
40010412 54897380 15
40010460 54048870 14
50000079 52998258 14
50000058 50837348 14
40010528 49587863 14
40010105 48214175 13
50000086 45080588 13
20010019 44597999 13
40010136 43948248 13
40010527 43911696 13
50000081 41477547 16
40010604 41117746 16
40010369 38586246 15
40010446 38415097 15
40010021 37849166 15
40010478 37044787 14
40010181 37043935 14
40010622 36905953 14
40010423 36621250 14
40010126 36609093 13
30030015 36523343 13
40010355 35357438 13
50000064 35243722 13
50000000 34483491 13
40010139 34260158 13
40010538 34189158 13
40010352 33986764 13
40010472 33606238 13
20010029 32091641 12
10010002 32060072 12
40010402 31110003 15
40010164 30447591 15
50000078 29856900 15
40010161 29381004 15
40010571 28802684 14
50000080 28196918 14
40010556 28050788 14
30030006 27953563 14
40010131 27122752 13
20010034 27080772 13
20010012 26537543 13
50000082 26247069 13
50000065 26101847 13
20010040 24774227 13
20010007 24531721 13
40010155 24433077 13
20010005 23736609 13
40010256 23594049 12
40010133 23124212 12
40010127 23118465 13
40010271 23110554 13
30030011 22913960 12
50000085 22808851 12
40010153 22304606 12
50000134 21943596 12
40010124 20781804 12
40010421 20661871 11
40010101 20559866 15
40010566 20546652 15
40010567 20282882 15
20010039 20085745 15
40010490 19029126 14
40010118 18871715 14
40010130 18736244 14
40010422 18579611 14
50000118 18552823 13
40010163 17875704 13
40010159 17583258 13
20010002 17344997 13
50000138 17334344 13
40010437 17306828 13
40010142 17027323 13
40010512 16917053 13
50000084 16876790 13
50000090 16502094 12
40010120 16103982 12
30030001 15948118 13
40010513 15913773 13
40010464 15568120 12
40010141 15536090 12
40010466 15500377 12
40010234 15393832 12
50000083 15126047 12
50000088 15054895 11
40010144 14522708 13
30020007 14418600 13
40010122 14290404 12
40010065 14272447 12
40010439 14146042 12
20010037 13951982 11
50000122 13915255 11
40010379 13804843 11
40010128 13545502 11
50000067 13344577 10
40010237 13302749 15
40010129 13301973 15
40010156 13224816 15
40010258 13195532 15
40010112 12974702 14
50000099 12885908 14
40010113 12542579 14
50000105 12527980 14
40010009 12030292 13
50000137 11996578 13
30040002 11894771 13
50000121 11688686 13
40010491 11616309 13
40040001 11447628 13
40010454 11425887 13
50000062 11292199 12
40010427 11176401 12
40010433 11162937 12
40010499 10891782 13
40010473 10795076 13
40010236 10772582 12
40010532 10665805 12
50000093 10498783 12
40010574 10151157 12
50000111 10130387 12
40010110 9997409 11
40010438 9984621 13
40010605 9962632 13
40010413 9849696 12
50000066 9839668 12
40010541 9732000 12
40010114 9589984 11
40010479 9540908 11
40010492 9248637 11
40010303 8900124 11
50000142 8865582 10
40010592 8811326 13
40010577 8778028 13
40010474 8777440 12
50000119 8761168 12
40010502 8756706 12
40010457 8692882 11
50000117 8571610 11
40010465 8453840 11
50000103 8234860 11
40010140 8209447 10
40010599 8085882 10
50000126 8017759 10
30030017 8010867 10
20010010 7932846 10
40010099 7877703 15
40010586 7701534 15
40010289 7540045 15
40010467 7496973 15
40010481 7376337 14
40010583 7275535 14
40010451 7258814 14
40010440 6889226 14
40010505 6847733 13
40010607 6636862 13
40010044 6590383 13
40010154 6580117 13
30030016 6344714 13
40010517 6200869 13
40010086 6129148 13
40010265 6084301 12
10010001 6046232 12
40010553 6030597 12
40010580 5904735 13
40010606 5825488 13
40010514 5675591 12
40010057 5671929 12
40010441 5662056 12
30030009 5615660 12
40010109 5587601 12
40010125 5545373 11
40010324 5425027 13
20010035 5422873 13
40010523 5277891 12
40010535 5261928 12
40010533 5141148 12
40010183 5003452 11
40010137 4992943 11
40010288 4942952 11
40010180 4918290 11
40010468 4844903 10
40010165 4792797 13
40010496 4781471 13
30030008 4775461 12
40010487 4723644 12
40010445 4713417 12
40010117 4683661 11
40010461 4628269 11
50000102 4469931 11
40010572 4450083 11
50000077 4440647 10
50000139 4405669 10
50000063 4404717 10
40010238 4338788 10
40010350 4270209 10
50000100 4265106 12
40010628 4186115 12
40010262 4169098 12
40010508 4162414 12
40010032 4144415 11
40010559 4101896 11
40010475 4070286 11
50000123 4051813 11
50000068 3974571 10
40010176 3915993 10
50000114 3912287 10
40010253 3895770 10
40010041 3887482 10
40010242 3804364 10
30030013 3758535 10
40010255 3739656 10
50000133 3697316 10
20010022 3689038 9
40010241 3683926 9
40010543 3665363 15
50000132 3639621 15
40010469 3609840 15
50000113 3585370 15
40010029 3531707 14
40010529 3513145 14
40010061 3494022 14
40010455 3484392 14
40010014 3456046 13
20010020 3443186 13
40010107 3383540 13
40010448 3353976 13
40010542 3310096 13
40010557 3294467 13
40010146 3283364 13
40010038 3230968 12
40010132 3185053 12
40010160 3182018 12
40010584 3163284 13
30040003 3133503 13
40010550 3112085 12
40010600 3094152 12
40010587 3057958 12
40010003 3002901 11
30030014 2954792 11
40010480 2951838 13
10070007 2949647 13
40010588 2940887 12
40010520 2919559 12
40010157 2908175 12
40010562 2881315 11
40010503 2880146 11
40010300 2863372 11
40010578 2839330 11
40010547 2832369 10
40010601 2829768 13
10020009 2816696 13
40010090 2812005 12
10070008 2776693 12
40010292 2736406 12
40010482 2733401 11
50000025 2719435 11
30030004 2719009 11
40010424 2715290 11
10020008 2680475 10
40010493 2678467 10
50000095 2572371 10
10020005 2543541 10
40010568 2526207 10
50000047 2514697 12
40010589 2485317 12
10020006 2478806 12
40010544 2470520 12
40010034 2459530 11
40010096 2446069 11
40010585 2430635 11
50000012 2425063 11
40010442 2420305 10
40010518 2400046 10
50000005 2379651 10
40010005 2370480 10
10060001 2344863 10
40010291 2337145 10
10020003 2256867 10
40010066 2228992 10
50000106 2223391 10
40010058 2105396 9
10030009 2099860 9
40010430 2093841 12
40010093 2083295 12
40010500 2063397 12
40010184 2036932 12
50000110 2006062 11
50000109 1976170 11
50000098 1961227 11
10030008 1959846 11
40010039 1958174 10
40010085 1947935 10
50000125 1933396 10
40010434 1928100 10
40010506 1923009 10
40010558 1920859 10
40010575 1919932 10
10070019 1911743 9
10020004 1910613 9
10020007 1879346 9
50000135 1853118 10
40010458 1829304 10
40010507 1827025 9
40010100 1808885 9
50000131 1756317 9
40010268 1741200 9
40010462 1732958 9
10030006 1726609 8
40010088 1711194 15
40010484 1710068 15
40010619 1676225 15
40010581 1670847 15
40040007 1646959 14
40010089 1637042 14
40010103 1620041 14
40010148 1613404 14
40010428 1579560 13
50000096 1573347 13
40010579 1520251 13
40010539 1508889 13
20010015 1492999 13
40010182 1484320 13
20010033 1469244 13
10030005 1451627 12
40010012 1450527 12
90000057 1424853 12
40010228 1403267 13
40010078 1388974 13
10030007 1380811 12
40010394 1375944 12
40010608 1373189 12
40010028 1361440 11
10030003 1345303 11
40010059 1344517 13
50000044 1343689 13
40010098 1332032 12
50000021 1299522 12
50000034 1260340 12
50000094 1250964 11
40010515 1244384 11
50000027 1230819 11
40010536 1200325 11
40010470 1199986 10
40010179 1177340 13
40010401 1176245 13
40010582 1170062 12
40010077 1166221 12
40010004 1145627 12
40010080 1138488 11
40010269 1132689 11
40010620 1128390 11
40010346 1124032 11
10070011 1106810 10
40010348 1097774 10
10030014 1091914 10
40010593 1081734 10
40010010 1073179 10
40010498 1072122 12
40010449 1054597 12
50000141 1052018 12
30040001 1045605 12
10050003 1040947 11
40010301 1034133 11
40010459 1033122 11
10070006 1025419 11
10070020 1016871 10
40010095 1013664 10
40010554 1012807 10
30030002 1007321 10
50000006 1006992 10
10030004 989588 10
40010115 972835 10
50000030 970828 10
10070018 965095 10
10040001 947355 9
90000006 936499 9
40010158 936410 12
40010551 929480 12
40010456 922996 12
10030013 921025 12
10030012 911562 11
40010273 909282 11
50000092 903872 11
50000033 898218 11
50000108 895583 10
10070009 892521 10
40010488 886752 10
40010563 884427 10
40010024 872522 10
40010476 870460 10
40010207 870150 10
40010429 861475 9
50000003 858136 9
40010638 858002 9
40010497 850438 10
40010020 849761 10
10070010 835695 9
50000020 831169 9
40010206 829440 9
40010351 807185 9
40010042 805138 9
50000008 795482 8
50000026 788355 12
40010134 788051 12
40010447 783994 12
40010045 782562 12
40010524 775488 11
40010452 772799 11
40010116 767416 11
50000053 753307 11
10030015 752197 10
40010094 746958 10
40010501 746075 10
40010208 737940 10
10030017 720629 10
40010091 720601 10
40010378 719091 10
40010056 718874 9
40010067 717866 9
40010485 717006 9
10030018 716836 10
10070004 713169 10
40010284 705858 9
40040006 705000 9
50000037 704506 9
40010087 702422 9
10040002 700028 9
50000017 697754 8
50000019 689735 10
40010609 688939 10
40010151 686321 9
40010290 675434 9
40010644 664297 9
40040008 662402 8
40010064 662255 8
40010443 655785 8
50000009 641751 8
40010017 640319 7
40040002 634344 15
50000002 633900 15
40010425 628343 15
10020002 627783 15
40010171 626975 14
40010509 625554 14
40010055 625552 14
40010302 611361 14
40010193 603730 13
10070005 599887 13
40010602 587297 13
40010257 584490 13
40010521 579463 13
40010548 578668 13
40010560 572538 13
40010576 570963 12
40010263 566444 12
40010135 558817 12
50000104 556977 13
40010037 553913 13
40010537 549317 12
40010621 544545 12
40010082 538270 12
40010054 538257 11
40010486 535650 11
50000128 535284 13
40010564 534578 13
40010267 532477 12
40040003 532361 12
40010106 522328 12
40010626 518967 11
50000107 518658 11
40010166 512597 11
10050002 503310 11
40010043 502633 10
10030016 498535 13
40010030 492720 13
40010590 491512 12
40010594 482986 12
40010083 473908 12
40010530 472818 11
40010636 471926 11
40010522 470748 11
40040004 468254 11
30020003 467762 10
10030002 466475 10
40040009 463484 10
40010008 457643 10
30040007 457174 10
40010119 451247 12
50000089 449983 12
20010009 443451 12
40010573 442677 12
50000032 437549 11
40010471 436098 11
40010276 435780 11
40010358 433267 11
40010453 433076 10
10070017 430962 10
40010395 425640 10
50000115 424696 10
40010168 416264 10
40010333 413390 10
50000087 413297 10
40010540 412581 10
90000002 405444 10
40010019 397931 9
40010123 395447 9
50000022 395425 12
40010046 390181 12
50000007 386264 12
40010328 385655 12
40010022 384383 11
50000097 384265 11
40010555 383768 11
50000112 379528 11
40010233 373847 10
50000071 369088 10
40010073 368924 10
40010072 368924 10
40010071 368924 10
10070023 356950 10
40010641 356737 10
40010040 353687 9
30040006 346872 9
40010272 342759 9
50000076 340652 10
40010396 334101 10
40010415 333645 9
10070021 333587 9
40010074 331129 9
10070012 326215 9
40010172 322166 9
40010610 320761 8
40010210 314953 12
40040005 312381 12
40010229 311142 12
50000124 306843 12
40010419 301877 11
40010251 301490 11
40040010 299600 11
10070022 299167 11
40010569 287759 10
40010494 286102 10
40010489 283584 10
40010603 280156 10
40010408 278647 10
10070016 276126 10
30020010 275588 10
40010060 274622 9
40010405 271160 9
50000127 270064 9
30020018 268901 10
40010205 266487 10
30040004 264682 9
50000039 263922 9
40010552 262581 9
40010359 260423 8
40010097 260211 8
40010239 260203 10
50000018 255771 10
40010191 254210 9
40010320 251151 9
90000003 248889 9
40040012 246899 8
40010025 242854 8
40010015 240731 8
40010545 239884 8
40010426 237044 7
40010070 232511 12
40010018 231127 12
50000116 227123 12
40040011 225251 12
40010023 225116 11
40010431 222452 11
40010400 216739 11
40010637 213882 11
20010016 212746 10
40010399 209732 10
10040003 209237 10
40010347 205610 10
40010307 203468 10
50000016 200802 10
40010033 199584 10
40010411 199300 9
40010525 197244 9
40010362 195049 9
40010026 194908 10
40010349 194805 10
10070003 194063 9
40010611 193776 9
20010023 193613 9
40010266 193034 8
40010450 192458 8
30020014 189534 10
40010549 187074 10
10020001 185726 9
40010561 184544 9
50000091 181753 9
40010121 181093 8
50000041 180568 8
40010403 180313 8
40010294 179561 8
40010092 177544 7
40010510 173865 10
40010011 173323 10
40010250 171865 9
40010235 170560 9
40010178 169130 9
40010254 163638 8
40010444 161763 8
10030011 161308 8
40010295 159593 8
50000029 159245 7
40010337 154967 7
40010261 154496 7
50000038 154032 7
40010007 151360 7
40010414 146965 15
40010631 146201 15
30020015 143584 15
40010138 143058 15
40010270 142845 14
40010319 141578 14
50000015 138321 14
40010209 136082 14
30020019 134853 13
40010177 134142 13
40010167 133255 13
40010232 133157 13
40010225 132257 13
50000013 128787 13
40010418 127666 13
50000059 125229 12
10070024 124707 12
40010299 123918 12
10030001 123302 13
10070002 123004 13
90000004 121804 12
40010245 121272 12
50000031 119588 12
40010246 117064 11
40010016 114256 11
40010226 114207 13
40010174 113611 13
40010006 113153 12
50000120 110664 12
40010013 110628 12
40010326 109135 11
40010111 106377 11
40010331 106258 11
40010629 104108 11
40010432 103885 10
40010188 103652 13
40010275 102626 13
40010417 102110 12
40010185 97212 12
40010416 93971 12
50000014 92359 11
40010199 92203 11
40010495 92051 11
40010298 92003 11
40010591 91606 10
40010279 91517 10
40010230 89552 10
40010477 87116 10
40010212 84787 10
40010649 83791 12
50000001 83201 12
30020011 83015 12
40010216 82784 12
40010214 75320 11
40010143 72725 11
40010069 71855 11
40010615 71494 11
40010546 68886 10
40010516 68485 10
40010435 67912 10
40010186 67535 10
50000101 67483 10
10030010 62424 10
10070014 62198 10
40010192 61758 10
10070015 58798 10
40010397 58605 9
40010519 56081 9
40010213 54397 12
40010283 54165 12
40010404 53175 12
40010187 52369 12
40010297 51113 11
40010632 50703 11
40010068 48582 11
40010616 48484 11
50000042 48328 10
40010217 48018 10
40010625 46996 10
50000130 46794 10
50000070 45619 10
40010634 45020 10
50000036 44382 10
40010406 44219 9
40010322 41336 9
40010223 41070 9
40010150 40597 10
40010635 38552 10
40010341 37605 9
40010102 36801 9
50000004 35485 9
40010308 35023 9
40010612 34865 9
40010334 34450 8
40010648 33704 12
50000060 32715 12
40010330 32271 12
50000028 31649 12
40010627 31255 11
40010327 31225 11
50000024 30303 11
40010249 29874 11
50000011 29433 10
40010200 28343 10
40010274 27658 10
10040004 27221 10
30020004 26995 10
40010335 26981 10
30020008 26813 10
40010224 26791 9
30020012 26738 9
40010075 25906 9
40010329 25652 10
40010264 24225 10
40010647 24107 9
40010630 23217 9
40010646 22480 9
50000023 22180 8
40010296 21773 8
40010360 20924 10
40010035 20883 10
40010202 20752 9
40010345 20376 9
40010363 20291 9
40010282 19294 8
90000005 18409 8
40010645 18302 8
40010244 18198 8
40010386 17924 7
40010321 17760 12
40010189 16924 12
50000072 16851 12
40010340 15877 12
40010219 15821 11
40010385 14720 11
40010306 14614 11
50000040 14186 11
40010190 13973 10
40010534 13391 10
30020013 13357 10
50000010 12973 10
40010309 12961 10
40010409 12569 10
40010310 12423 10
50000140 12333 9
10060002 11709 9
40010313 11676 9
40010194 10973 10
40010243 10881 10
40010410 10610 9
40010173 10597 9
40010315 10480 9
40010220 10104 8
40010175 9938 8
50000035 8977 10
40010197 8785 10
40010084 8344 9
40010063 8129 9
40010613 7933 9
40010076 7857 8
40010366 7497 8
40010633 7466 8
40010231 6796 8
40010285 6615 7
40010407 6084 10
40010081 6029 10
40010281 5899 9
40010370 5754 9
30020017 5146 9
40010204 5143 8
40010278 5011 8
40010305 4820 8
40010623 4761 8
40010196 4744 7
40010147 4499 7
40010398 4317 7
40010277 4261 7
40010332 4091 7
40010221 4007 12
30020006 3830 12
40010248 3774 12
40010169 3521 12
40010215 3513 11
40010218 3233 11
40010483 3094 11
40010614 2688 11
50000136 2603 10
40010036 2458 10
40010570 2173 10
40010392 2161 10
40010617 2031 10
40010504 2014 10
40010104 2007 10
40010323 1794 9
40010203 1699 9
40010201 1644 9
40010227 1624 10
40010252 1435 10
40010280 1408 9
40010145 1353 9
40010618 1266 9
40010316 1196 8
30040005 1196 8
30020009 967 10
40010642 889 10
40010304 871 9
50000075 756 9
40010149 702 9
40010195 651 8
40010371 598 8
40010240 572 8
40010368 554 8
50000043 430 7
40010388 374 9
40010198 354 9
40010383 262 9
40010260 180 9
40010344 171 8
40010259 121 8
10070001 98 8
40010531 85 8
40010381 75 7
10070013 53 7
40010222 40 7
50000074 38 7
40010643 31 7
40010650 29 9
40010286 29 9
40010311 18 9
40010374 17 9
40010364 13 8
40010247 13 8
40010373 10 8
40010312 9 8
40010384 5 7
40010325 4 7
40010393 3 7
40010361 3 7
50000061 2 7
40010387 2 7
40010336 2 7
40010375 1 6
40010367 1 6
40010343 1 6
20010031 1048135778 19
40010420 951700908 19
20010006 891072920 18
20010036 584809255 18
20010017 508515914 18
40010624 407428647 18
20010024 340269138 18
20010001 338810315 17
40010108 338702986 17
40010357 295475976 17
40010287 263103874 16
40010377 247607159 17
20010038 195408440 17
20010027 167651399 16
40010162 147082518 16
40010079 137727923 16
20010026 134761597 16
40010062 130261583 16
40010526 112251997 16
40010595 107284911 16
20010013 94492362 15
20010028 91824133 15
20010021 88804249 16
40010597 84707788 16
20010018 80968054 16
20010011 79254991 16
40010293 70612606 15
40010511 70305169 15
40010436 66818274 15
20010032 66632530 15
20010014 64518011 14
40010353 63951728 16
40010565 63245970 16
20010008 62322856 15
30030010 62047640 15
40010152 60704799 15
40010463 59103240 15
40010598 56291634 15
30030005 55747898 14
40010596 55672941 14
20010025 55455000 14
40010412 54897380 13
40010460 54048870 16
50000079 52998258 16
50000058 50837348 15
40010528 49587863 15
40010105 48214175 15
50000086 45080588 15
20010019 44597999 15
40010136 43948248 14
40010527 43911696 14
50000081 41477547 14
40010604 41117746 13
40010369 38586246 14
40010446 38415097 14
40010021 37849166 13
40010478 37044787 13
40010181 37043935 13
40010622 36905953 16
40010423 36621250 16
40010126 36609093 15
30030015 36523343 15
40010355 35357438 15
50000064 35243722 15
50000000 34483491 15
40010139 34260158 14
40010538 34189158 14
40010352 33986764 14
40010472 33606238 13
20010029 32091641 13
10010002 32060072 13
40010402 31110003 13
40010164 30447591 13
50000078 29856900 13
40010161 29381004 13
40010571 28802684 13
50000080 28196918 13
40010556 28050788 12
30030006 27953563 12
40010131 27122752 16
20010034 27080772 16
20010012 26537543 15
50000082 26247069 15
50000065 26101847 15
20010040 24774227 15
20010007 24531721 15
40010155 24433077 14
20010005 23736609 14
40010256 23594049 14
40010133 23124212 13
40010127 23118465 13
40010271 23110554 13
30030011 22913960 13
50000085 22808851 13
40010153 22304606 13
50000134 21943596 13
40010124 20781804 13
40010421 20661871 13
40010101 20559866 12
40010566 20546652 12
40010567 20282882 13
20010039 20085745 13
40010490 19029126 12
40010118 18871715 12
40010130 18736244 12
40010422 18579611 12
50000118 18552823 12
40010163 17875704 11
40010159 17583258 16
20010002 17344997 16
50000138 17334344 15
40010437 17306828 15
40010142 17027323 15
40010512 16917053 14
50000084 16876790 14
50000090 16502094 14
40010120 16103982 14
30030001 15948118 13
40010513 15913773 13
40010464 15568120 13
40010141 15536090 13
40010466 15500377 13
40010234 15393832 13
50000083 15126047 13
50000088 15054895 13
40010144 14522708 13
30020007 14418600 12
40010122 14290404 12
40010065 14272447 13
40010439 14146042 13
20010037 13951982 12
50000122 13915255 12
40010379 13804843 12
40010128 13545502 12
50000067 13344577 12
40010237 13302749 11
40010129 13301973 13
40010156 13224816 13
40010258 13195532 12
40010112 12974702 12
50000099 12885908 12
40010113 12542579 12
50000105 12527980 12
40010009 12030292 11
50000137 11996578 11
30040002 11894771 11
50000121 11688686 10
40010491 11616309 16
40040001 11447628 16
40010454 11425887 15
50000062 11292199 15
40010427 11176401 15
40010433 11162937 14
40010499 10891782 14
40010473 10795076 14
40010236 10772582 14
40010532 10665805 13
50000093 10498783 13
40010574 10151157 13
50000111 10130387 13
40010110 9997409 13
40010438 9984621 13
40010605 9962632 13
40010413 9849696 13
50000066 9839668 13
40010541 9732000 12
40010114 9589984 12
40010479 9540908 13
40010492 9248637 13
40010303 8900124 12
50000142 8865582 12
40010592 8811326 12
40010577 8778028 12
40010474 8777440 12
50000119 8761168 11
40010502 8756706 13
40010457 8692882 13
50000117 8571610 12
40010465 8453840 12
50000103 8234860 12
40010140 8209447 11
40010599 8085882 11
50000126 8017759 11
30030017 8010867 11
20010010 7932846 10
40010099 7877703 13
40010586 7701534 13
40010289 7540045 12
40010467 7496973 12
40010481 7376337 12
40010583 7275535 11
40010451 7258814 11
40010440 6889226 11
40010505 6847733 11
40010607 6636862 10
40010044 6590383 10
40010154 6580117 10
30030016 6344714 10
40010517 6200869 10
40010086 6129148 16
40010265 6084301 16
10010001 6046232 15
40010553 6030597 15
40010580 5904735 15
40010606 5825488 14
40010514 5675591 14
40010057 5671929 14
40010441 5662056 14
30030009 5615660 13
40010109 5587601 13
40010125 5545373 13
40010324 5425027 13
20010035 5422873 13
40010523 5277891 13
40010535 5261928 13
40010533 5141148 12
40010183 5003452 12
40010137 4992943 12
40010288 4942952 13
40010180 4918290 13
40010468 4844903 12
40010165 4792797 12
40010496 4781471 12
30030008 4775461 12
40010487 4723644 12
40010445 4713417 11
40010117 4683661 13
